Class,Inherited_class,Structure_name,Crater_field,Region,Country,Continent/Ocean,Lat,Lon,Diameter_final_rim_km,Diameter_present-day_km,Diameter_outer_limit_of_deformation_km,Diameter_km,DiameterSQL_km,Age_Ma,Younger_age_limit_Ma,Best_age_Ma,Older_age_limit_Ma,Age_uncert_Ma,Age_uncert_type,Overburden_m,Present_water_depth_m,Drilled,Target,Target_water_depth_m,Impactor,,,,,,,,,,,
3,-,Shangewan,-,-,China,Asia,44.48,126.18,-,-,-,30,30,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Shaybah,-,Rub' al-Khali,Saudi Arabia,Asia,22,53,-,-,-,<1,1,-,-,-,-,-,-,0,0,-,-,-,-,,,,,,,,,,,
3,-,Shiva,-,western shelf ,India,Asia,19.5,71.5,-,-,-,500,500,~65,-,500,-,-,-,7000,-,Y,"I, M",-,-,,,,,,,,,,,
3,x,SILVERGROPEN,-,-,Finland,Europe,62,21.22,-,-,-,0.06,0.06,~0.0075,0.00675,0.0075,0.00825,-,10%,-,-,-,-,-,-,,,,,,,,,,,
3,-,"Skirmish, Australia",-,Western Australia,Australia,Australia,-26.442,128.458,-,-,-,6,6,<Earl.Neoprot.,-,-,1000,-,Stratigraphic,0,-,-,-,-,-,,,,,,,,,,,
3,-,Smerdyacheye Lake,-,-,Russia,Asia,-,-,-,-,-,0.35,0.35,<0.02,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
3,-,Sompiojärvi,-,-,Finland,Europe,68.3,27.3,-,-,-,3,3,1770,1593,1770,1947,-,10%,-,-,-,-,-,-,,,,,,,,,,,
3,x,SOPPANANSELKÄ,-,-,Finland,Europe,66.02,27.18,-,-,-,5,5,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,SOTKAJÄRVI,-,-,Finland,Europe,68.32,23.28,-,-,-,1.8,1.8,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,South Libya,-,-,Libya,Africa,21.35,20.75,-,-,-,3,3,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Spear Creek,-,Northern Territory,Australia,Australia,-17.25,135.83,-,-,-,1.2,1.2,<488,-,-,488,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,SPORNYI,-,-,Russia,Asia,51.80,139.00,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,SREDNEKAN,-,-,Russia,Asia,62.50,152.70,-,-,-,0.05,0.05,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Sredne-Uralskaya,-,-,Russia,Europe,56,56.5,-,-,-,400-550,480,Precambrian,542,-,-,-,-,buried,-,-,-,-,-,,,,,,,,,,,
3,-,St. Magnus Bay,-,Shetland Islands,Great Britain,Europe,60.39,-1.59,-,-,-,16,16,post Devonian to Pleistocene,0.0115,-,359,-,stratigraphic,0,-,-,-,-,-,,,,,,,,,,,
3,-,Stensjön,-,-,Sweden,Europe,59.3,18.4,-,-,-,0.5,0.5,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Stopfenheim,-,-,Germany,Europe,49.05,10.53,-,-,-,8,8,post-Jurassic,-,-,145.5,-,stratigraphic,30-Dec-99,-,-,-,-,-,,,,,,,,,,,
3,x,STORA VÄRTAN,-,-,Sweden,Europe,59.27,18.12,-,-,-,2,2,>540.0,540,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Stordammen,-,-,Sweden,Europe,60.1,18.3,-,-,-,4.5,4.5,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,STURGUT,-,-,Russia,Asia,61.20,73.60,-,-,-,0.05,0.05,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Styran,-,-,Sweden,Europe,59.1,18.0,-,-,-,1.5,1.5,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Suavjärvi,-,Karelia,Russia,Europe,63.14,33.37,-,-,-,17,17,2300-2500,2300,-,2500,-,stratigraphic,0-some,0,-,"I, M",-,-,,,,,,,,,,,
3,-,Sucy-an-Brie,-,-,France,Europe,48.93,2.5,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,SUURIJÄRVI,-,-,Finland,Europe,62.47,29.08,-,-,-,2.7,2.7,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Svetlojar,-,-,Russia,Asia,56.81775,45.09558,-,-,-,0.210x0.175,190,0.00263,0.00252,0.00263,0.00274,0.00011,C14,0,-,-,-,-,-,,,,,,,,,,,
3,x,SVYATOE OZERO,-,-,Russia,Asia,55.80,38.50,-,-,-,0.1,0.1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,SYM,-,-,Russia,Asia,60.40,88.40,-,-,-,0.08,0.08,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,SYNSIÄNLAHTI,-,-,Finland,Europe,61.97,25.78,-,-,-,3.5,3.5,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Szilvágy-Patkó (Horseshoe),-,Zala County,Hungary,Europe,46.7218,16.6381,-,-,-,0.5,0.5,Quaternary,0.0015,-,1.8,-,-,0,-,Y,-,-,-,,,,,,,,,,,
3,x,TAGIL,-,-,Russia,Asia,57.80,60.00,-,-,-,0.25,0.25,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,TÄHTINIEMI,-,-,Finland,Europe,61.85,26.78,-,-,-,6.0 <,6,1890,1701,1890,2079,-,10%,-,-,-,-,-,-,,,,,,,,,,,
3,x,Takamatsu,-,-,Japan,Asia,34.43,134.08,-,-,-,4,4,15.3,13.77,15.3,16.83,-,10%,0,-,-,-,-,-,,,,,,,,,,,
3,x,TALKUDUKSK,-,-,Kazakhstan,Asia,46.40,73.17,-,-,-,0.5,0.5,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Tännäs,-,-,Sweden,Europe,62.4,12.7,-,-,-,0.02,0.02,<1.8,-,-,1.8,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Tâterât,-,-,Greenland,Europe,67.80,53.41,-,-,-,-,-1,Precambrian,542,-,3140,-,"radiometric, stratigraphic",0,0,-,M,-,-,,,,,,,,,,,
3,x,TENGIZ,-,-,Kazakhstan,Asia,52.00,70.00,-,-,-,350,350,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Terhazza,-,-,Mali,Africa,23.1370,-6.1796,-,-,-,1,1,Phanerozoic,0,-,542,-,-,0,0,-,-,-,-,,,,,,,,,,,
3,x,TIBESTI,-,-,Chad,Africa,21.50,17.50,-,-,-,18,18,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Tierra del Fuego,-,offshore,-,South America,-56.50,-64.50,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,TIILIKKAJOKI,-,-,Finland,Europe,63.62,28.18,-,-,-,13,13,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,TIKSI,-,-,Russia,Asia,71.70,128.40,-,-,-,0.1,0.1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,TINDOUF,-,-,Morocco,Africa,-,-,-,-,-,3,3,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Tjegelvas,-,-,Sweden,Europe,66.5,17.0,-,-,-,3.5,3.5,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,TOBYS´,-,-,Russia,Asia,63.30,53.10,-,-,-,0.05,0.05,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Tondihaud ,Ilumetsä,-,Estonia,Europe,57.960,27.386,-,-,-,0.02,0.02,0.0059-0.0067,0.0059,-,0.0067,0.0001,"stratigraphic, C14",0,0,Y,Ss,0,-,,,,,,,,,,,
3,x,TONLE SAP (see Qui Nhon),-,-,Cambodia,Asia,12.80,104.12,-,-,-,35x100,67.5,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Tore,-,offshore,Portugal,Europe,39.4,-12.9,-,-,-,120,120,82-119,82,91,119,-,stratigraphic,buried,-,-,-,-,-,,,,,,,,,,,
3,-,Tortkulskaya,-,-,Russia,Asia,-,-,-,-,-,1.7,1.7,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Trafalgar Bay,-,Ontario,Canada,North America,48.32,-90.65,-,-,-,-,-1,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
3,-,Transylvania-Henderson structure ,-,North Carolina,USA,North America,35.3,-82.62,-,-,-,30,30,pre-Cretaceous and post mid-Permian.,146,-,260,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,TSEPOCHKINO,-,-,Russia,Asia,57.20,50.00,-,-,-,0.08,0.08,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Tunis,-,Makhar city,Tunis,Africa,35.75,9.13,-,-,-,5,5,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Tverdovo,-,-,Russia,Europe,53.20,34.70,-,-,-,0.1,0.1,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
3,x,TYUPTYALIR,-,-,Russia,Asia,69.90,124.90,-,-,-,0.3,0.3,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Ubatuba,-,-,Brazil,South America,-23.31,-44.90,-,-,-,1,1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Uijongbu,-,-,South Korea,Asia,37.82,127.05,-,-,-,13,13,~165 or less,-,-,165,-,-,0,0,-,I,-,-,,,,,,,,,,,
3,x,UKONSELKÄ,-,-,Finland,Europe,62.13,24.47,-,-,-,3.5,3.5,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Umm al Binni,-,-,Iraq,Asia,31.242,47.105,-,-,-,3.4,3.4,<5 ka,-,-,0.005,-,stratigraphic,0,0,-,Ss,-,-,,,,,,,,,,,
3,-,Unden,-,-,Sweden,Europe,58.8,14.4,-,-,-,9,9,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,unnamed,-,-,Democratic Republic of Congo,Africa,-10.8959,24.6529,-,-,-,0.34,0.34,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
3,-,unnamed,-,-,Iraq,Asia,-,-,-,-,-,115,15,pre-Silurian,444,-,-,-,stratigraphic,0,-,N,-,-,-,,,,,,,,,,,
3,-,unnamed,-,-,Pacific Ocean,North America,-,-,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,unnamed,-,Quebec,Canada,North America,50.08,-74.12,-,-,-,-,-1,Archean-Proterozoic,542,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,unnamed,-,-,Saudi Arabia,Asia,22.3,38.3,-,-,-,15,15,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,unnamed,-,-,Democratic Republic of Congo,Africa,-10.8893,24.6472,-,-,-,0.35,0.35,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
3,-,unnamed,-,-,Democratic Republic of Congo,Africa,-10.9336,24.6653,-,-,-,0.55,0.55,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
3,-,unnamed,-,offshore,Namibia,Africa,-17.3641,11.1765,-,-,-,20x30,25,Aptian-Albian,99,-,125,-,seismic stratigraphc,buried,-,N,-,-,-,,,,,,,,,,,
3,-,unnamed,-,-,Colombia,South America,3.7,-70.47,-,-,-,35,35,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
3,-,unnamed,-,-,Colombia,South America,3.00,-70.45,-,-,-,45,45,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
3,-,unnamed,-,Nunavut,Canada,North America,67.40,-117.48,-,-,-,50,50,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
3,-,"unnamed (21.353, 9.145)",-,-,Niger,Africa,21.353,9.145,-,-,-,9x10.5,10,-,-,-,-,-,-,0,0,-,-,-,-,,,,,,,,,,,
3,-,"unnamed (-23.0050, 127.8787)",-,Western Australia,Australia,Australia,-23.0050,127.8787,-,0.23x0.28,-,0.23x0.28,0.25,?,-,-,-,-,-,0,0,-,-,-,-,,,,,,,,,,,
3,-,"unnamed (35.020, 65.085)",-,Ghowr,Afghanistan,Asia,35.020,65.085,-,16,-,16,16,?,-,-,-,-,-,0,0,-,-,-,-,,,,,,,,,,,
3,-,"unnamed (42.923, -71.558)",-,Vermont,USA,North America,42.922702,-71.557983,-,0.3,-,0.3,0.3,?,-,-,-,-,-,0,0,-,-,-,-,,,,,,,,,,,
3,-,"unnamed (56.21, -139.26)",-,-,-,Pacific Ocean,56.21,-139.26,-,5,-,19.5,19.5,<10,0,-,10,-,stratigraphic,0,3000,-,Ss,3000,-,,,,,,,,,,,
3,-,"Unnamed -10.2127, -61.3802",-,Rondônia,Brazil,South America,-10.2127,-61.3802,-,-,-,4.5,4.5,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,"Unnamed 43.22824, 54.42441",-,-,Kazakhstan,Asia,43.22824,54.42441,-,-,-,1.3,1.3,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,"Unnamed 44.923, 52.367",-,Caspian Sea,Kazakhstan,Asia,44.923,52.367,-,-,-,26,26,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,UNNAMED LAKE,-,-,Canada,North America,64.97,-87.68,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Uppland,-,-,Sweden,Europe,60.0,17.0,-,-,-,320,320,1800-1500,1500,-,1800,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Urengoy,-,-,Russia,Asia,66.273,78.444,-,-,-,4.5,4.5,Eocene-Pleistocene,0.0115,-,55.8,-,stratigraphic,0,0,Y,Ss,-,-,,,,,,,,,,,
3,x,UST´-OZERNYI,-,-,Russia,Asia,58.90,87.70,-,-,-,0.07,0.07,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,UST´-VIKHOREVO,-,-,Russia,Asia,56.70,101.40,-,-,-,0.01,0.01,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,UZHUR,-,-,Russia,Asia,55.20,90.30,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,VAHVAJÄRVI,-,-,Finland,Europe,61.65,26.68,-,-,-,7.5,7.5,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,VALAAM,-,-,Russia,Asia,61.37,31.05,-,-,-,7,7,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,VALGA,-,-,Estonia / Latvia,Europe,-,-,-,-,-,200,200,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Vara,-,-,Sweden,Europe,58.4,13.0,-,-,-,30,30,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,VASIKKASELKÄ,-,-,Finland,Europe,69.12,28.23,-,-,-,9.5,9.5,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Västlandsjön,-,-,Sweden,Europe,59.7,16.0,-,-,-,3,3,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Vernon,-,-,Australia,Australia,-,-,-,-,-,-,-1,<299,-,-,299,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,VIINIJÄRVI,-,-,Finland,Europe,62.73,29.30,-,-,-,19.0 <,19,2500,2250,2500,2750,-,10%,-,-,-,-,-,-,,,,,,,,,,,
3,x,VINOGRADOVO,-,-,Russia,Asia,55.50,38.00,-,-,-,0.15,0.15,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,VIRMASVESI,-,-,Finland,Europe,62.83,26.90,-,-,-,12,12,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,VITIM,-,-,Russia,Asia,53.50,112.50,-,-,-,0.2,0.2,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,VOSTOCHNOYE,-,-,Russia,Asia,53.50,68.20,-,-,-,0.2,0.2,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,VOYEVODSKOYE,-,-,Russia,Asia,53.80,85.60,-,-,-,0.04,0.04,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,VUOTJÄRVI,-,-,Finland,Europe,63.13,28.32,-,-,-,10,10,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Warren,-,Michigan,USA,North America,43.73,-84.50,-,-,-,39,39,395,355.5,395,434.5,-,10%,-,-,Y,-,-,-,,,,,,,,,,,
3,-,Wasita,-,-,Yemen,Asia,14.900,44.215,-,-,-,14,14,?,-,-,-,-,-,0,0,-,-,-,-,,,,,,,,,,,
3,x,WAYOMBO,-,-,Surinam,South America,5.42,-56.08,-,-,-,none?,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,WEDDELL SEA,-,-,Antarctica,Antarctica,-,-,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Wedowee,-,Alabama,USA,North America,33.38855,-85.46945,-,-,-,100x150,130,Quaternary,-,-,1.8,-,-,0,0,-,-,-,-,,,,,,,,,,,
3,-,Wessel,-,-,Australia,Australia,-20.60,135.08,-,-,-,2.5,2.5,<Paleoproteroz.,-,-,2500,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,White Cliffs,-,New South Wales,Australia,Australia,-30.7849,143.1453,-,-,-,1.7,1.7,-,-,-,-,-,-,0,0,-,-,-,-,,,,,,,,,,,
3,-,Wilbarger,-,Texas,USA,North America,33.8845,-99.2079,-,-,-,4.5-6,5.25,post Carboniferous,-,-,299,-,stratigraphic,0,-,Y,Ssc,-,-,,,,,,,,,,,
3,-,Wilkes Land 2,-,-,Antarctica,Antarctica,-70.0,140.0,-,-,-,480,480,~250,100,250,2500,-,-,buried,-,-,-,-,-,,,,,,,,,,,
3,-,Willenhofen,Willenhofen,-,Germany,Europe,49.13,11.70,-,-,-,2,-1,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
3,-,X-SAR 1,-,-,Libya,Africa,31.325,15.672,-,-,-,16.74,16.74,<100,-,-,100,-,-,0,-,-,-,-,-,,,,,,,,,,,
3,x,X-SAR 10,-,Manitoba,Canada,North America,54.82,-100.37,-,-,-,4.395,4.395,<250,-,-,250,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,X-SAR 12A,-,-,Egypt,Africa,22.87,27.10,-,-,-,3.951,3.951,<10,-,-,10,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,X-SAR 12B,-,-,Egypt,Africa,22.88,27.00,-,-,-,2.446,2.446,<10,-,-,10,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,X-SAR 12C,-,-,Egypt,Africa,22.87,27.08,-,-,-,0.753,0.753,<10,-,-,10,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,X-SAR 12D,-,-,Egypt,Africa,22.88,27.08,-,-,-,1.317,1.317,<10,-,-,10,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,X-SAR 12E,-,-,Egypt,Africa,22.88,27.08,-,-,-,1.129,1.129,<10,-,-,10,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,X-SAR 13,-,Manitoba,Canada,North America,49.78,-96.43,-,-,-,5.741,5.741,<5,-,-,5,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,X-SAR 15,-,-,Bangladesh,Asia,21.48,92.07,-,-,-,4.142,4.142,<50,-,-,50,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,X-SAR 17,-,Manitoba,Canada,North America,59.064,-97.549,-,-,-,1.6,1.6,<50,-,-,50,-,-,0,-,-,-,-,-,,,,,,,,,,,
3,x,X-SAR 18,-,Manitoba,Canada,North America,54.77,-99.65,-,-,-,0.95,0.95,<10,-,-,10,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,X-SAR 19,-,Manitoba,Canada,North America,54.57,-99.93,-,-,-,1.237,1.237,<10,-,-,10,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,X-SAR 2,-,-,Sudan,Africa,17.12,33.97,-,-,-,60.3,60.3,<100,-,-,100,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,X-SAR 20,-,Saskatchewan,Canada,North America,55.87,-107.78,-,-,-,0.575,0.575,<10,-,-,10,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,X-SAR 21,-,Saskatchewan,Canada,North America,55.85,-107.98,-,-,-,1.341,1.341,<10,-,-,10,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,X-SAR 22,-,Manitoba,Canada,North America,49.83,-95.65,-,-,-,5.741,5.741,<50,-,-,50,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,X-SAR 23,-,Manitoba,Canada,North America,58.60,-101.45,-,-,-,2.121,2.121,<250,-,-,250,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,X-SAR 24A,-,Chubut,Argentina,South America,-42.28,-67.93,-,-,-,3.657,3.657,<25,-,-,25,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,X-SAR 24B,-,Chubut,Argentina,South America,-42.28,-67.98,-,-,-,2.063,2.063,<25,-,-,25,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,X-SAR 25,-,-,Iran,Asia,37.95,55.33,-,-,-,4.5,4.5,<10,-,-,10,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,X-SAR 26A,-,Patagonia,Argentina,South America,-50.83,-70.63,-,-,-,3,3,<5,-,-,5,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,X-SAR 26B,-,Patagonia,Argentina,South America,-50.75,-70.72,-,-,-,0.9,0.9,<5,-,-,5,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,X-SAR 26C,-,Patagonia,Argentina,South America,-50.78,-70.83,-,-,-,1.3,1.3,<5,-,-,5,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,X-SAR 27,-,Ontario,Canada,North America,50.83,-93.47,-,-,-,7.2,7.2,<250,-,-,250,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,X-SAR 28,-,Saskatchewan,Canada,North America,56.57,-110.57,-,-,-,7.5,7.5,250,225,250,275,-,10%,-,-,-,-,-,-,,,,,,,,,,,
3,x,X-SAR 29,-,Saskatchewan,Canada,North America,56.58,-111.05,-,-,-,1.4,1.4,<10,-,-,10,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,X-SAR 3,-,-,Sudan,Africa,18.93,32.75,-,-,-,0.9,0.9,<1,-,-,1,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,X-SAR 30,-,Alberta,Canada,North America,56.38,-115.38,-,-,-,5.7,5.7,<10,-,-,10,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,X-SAR 31,-,Alberta,Canada,North America,56.42,-114.67,-,-,-,3,3,<25,-,-,25,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,X-SAR 4,-,-,Madagascar,Africa,-21.37,46.63,-,-,-,0.855,0.855,<10,-,-,10,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,X-SAR 5,-,-,Madagascar,Africa,-21.08,46.78,-,-,-,2.47,2.47,<10,-,-,10,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,X-SAR 6A,-,Bulgan,Mongolia,Asia,48.63,104.30,-,-,-,2.576,2.576,<10,-,-,10,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,X-SAR 6B,-,Bulgan,Mongolia,Asia,48.63,104.25,-,-,-,2.48,2.48,<10,-,-,10,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,X-SAR 7A,-,-,Mauritania,Africa,19.38,-13.78,-,-,-,1.315,1.315,<10,-,-,10,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,X-SAR 7B,-,-,Mauritania,Africa,19.33,-13.77,-,-,-,1.878,1.878,<10,-,-,10,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,X-SAR 9A,-,Manitoba,Canada,North America,58.93,-99.30,-,-,-,3.798,3.798,>250,250,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,X-SAR 9B,-,Manitoba,Canada,North America,58.93,-99.43,-,-,-,2.468,2.468,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Yardymly,-,-,Russia,Asia,-,-,-,-,-,0.002,0.002,0.00002,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Yarrawirrie,-,-,Australia,Australia,-14.0525,135.5985,-,-,-,~2.8,2.8,~Cenozoic,0,-,65,-,stratigraphic,0,0,-,Ss,-,-,,,,,,,,,,,
3,-,Yenisei,-,-,Russia,Asia,59,93.15,-,-,-,0.225,0.225,< 1,-,-,1,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,ZAMOSC,-,-,Poland,Europe,-,-,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,ZAPADNO-AKKUDUKSK,-,-,Kazakhstan,Asia,47.10,73.68,-,-,-,18,18,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,ZAPADNO-KARKARALINSK,-,-,Kazakhstan,Asia,49.42,75.00,-,-,-,0.2,0.2,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,ZHUAN-TOBE,-,-,Kazakhstan,Asia,47.80,73.85,-,-,-,15,15,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
4,-,Abimily,-,Northern Territory,Australia,Australia,-24.40,133.28,-,-,-,1.5,1.5,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
4,-,Ahlshausen,-,-,Germany,Europe,51.798,9.981,-,3.60,-,3.6,3.6,?,-,-,-,-,-,0,0,-,-,-,-,,,,,,,,,,,
4,-,Arkenu 1,-,-,Libya,Africa,22.100,23.795,-,-,-,6.8,6.8,<140,-,-,140,-,stratigraphic,0,0,N,Ss,-,-,,,,,,,,,,,
4,-,Arkenu 2,-,-,Libya,Africa,22.053,23.718,-,-,-,10,10,<140,-,-,140,-,stratigraphic,0,0,N,Ss,-,-,,,,,,,,,,,
4,-,Bangui,-,-,-,Africa,6.0,18.3,-,-,-,810,810,E. Precamb,542,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
4,-,Bender,-,Montana,USA,North America,47.845,-108.592,-,-,-,4,4,Tertiary,1.8,-,65.5,-,stratigraphic,-,0,-,I,-,-,,,,,,,,,,,
4,-,Big Yoeman,-,Missouri,USA,North America,36.9306,-92.1428,-,-,-,-,-1,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
4,-,Blue Buck,-,Missouri,USA,North America,36.9524,-92.1112,-,-,-,-,-1,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
4,-,Bushveld,-,-,South Africa,Africa,-25.00,29.00,-,-,-,-,-1,2050-2060,2050,-,2060,-,duration of igneous activity,0,-,-,-,-,-,,,,,,,,,,,
